가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
라플랑,서울특별시 성동구 왕십리로2길 30 (성수동1가) 영화빌딩 1층,카페,0,N,N,
택이네조개전골(군자역점),서울특별시 광진구 천호대로 591 (중곡동) 유신빌딩 1층,조개탕,0,N,N,
경성고기꾼,서울특별시 동대문구 회기로21길 8 (회기동) 1층,소고기구이,0,N,N,
타입스,서울특별시 성동구 서울숲4길 26-24 (성수동1가) 1층,카페,0,N,N,
월강김치삼겹살,서울특별시 마포구 희우정로 76 (망원동) 103호,돼지고기구이,0,N,N,
아구아구아구찜(먹골점),서울특별시 중랑구 공릉로 32 (묵동) 공감대 아파트 제지층 제비08호,"아귀, 해물찜",0,N,N,
백사,서울특별시 용산구 이태원로54가길 7 (한남동),"쿠키, 카페",0,N,N,
오디너리커피랩,서울특별시 성북구 삼선교로4길 15 (삼선동1가) 1층,카페,0,N,N,
이자카야연정,서울특별시 마포구 양화로23길 24 (동교동) 2층,이자카야,0,N,N,
무명요리사,서울특별시 마포구 동교로32길 3 (연남동) 1층,이자카야,0,N,N,
빠빠빠치킨(연대본점),서울특별시 서대문구 연세로11길 19 (창천동),프라이드치킨,0,N,N,
화육계,서울특별시 중구 을지로14길 21 (을지로3가) 1층,닭발,0,N,N,
오는정쪽갈비,서울특별시 종로구 자하문로1길 22 (체부동),돼지등갈비,0,N,N,
능동곱창,서울특별시 광진구 능동로36길 15 (능동),소곱창,0,N,N,
맥주아비(본점),서울특별시 중랑구 동일로163길 12 (묵동),호프,0,N,N,
도탑다,서울특별시 중구 충무로 52-2 (을지로3가) 3층,카페,0,N,N,
끼로끼로부엉이,서울특별시 마포구 신촌로16길 16 (노고산동),"돼지갈비, 소갈비",0,N,N,
원조남원닭발(본점),서울특별시 중구 퇴계로86길 26 (신당동),닭발,0,N,N,
목우촌한우명가,서울특별시 마포구 토정로 312-1 (용강동),소고기구이,0,N,N,
하기당,서울특별시 은평구 통일로83길 5-8 (갈현동) 2층,이자카야,0,N,N,
토리요우,서울특별시 종로구 필운대로 40 (누하동),야키토리,0,N,N,
차이나짬뽕,서울특별시 도봉구 노해로67길 10 (창동),일반중식,0,N,N,
우시야(성수점),서울특별시 성동구 뚝섬로9길 3 (성수동2가) 1층,야키니쿠,0,N,N,
데일리파이포스트,서울특별시 용산구 한강대로15길 32 (한강로3가) 1층 데일리파이포스트,미트파이,0,N,N,
커피벌스데이,서울특별시 마포구 와우산로29길 26-33 (서교동) 1층,케이크,0,N,N,
일구구삼고기,서울특별시 동대문구 회기로19길 18 (회기동) 1층 일구구삼고기,돼지고기구이,0,N,N,
대현매운족발,서울특별시 서대문구 연세로2길 95 (대현동),족발,0,N,N,
카오산,서울특별시 용산구 이태원로20길 13 (이태원동) 1층,태국식,0,N,N,
트래버틴(한남점),서울특별시 용산구 독서당로14길 24 (한남동),커피전문점,0,N,N,
마그넷,서울특별시 종로구 사직로12길 19-12 (내자동),와인바,0,N,N,
라무라합정,서울특별시 마포구 포은로 21 (합정동),라멘,0,N,N,
식껍(서대문역점),서울특별시 서대문구 통일로9안길 26 (충정로2가) 식껍,돼지고기구이,0,N,N,
에픽에스프레소,서울특별시 마포구 대흥로 164 (염리동) 마포프레스티지자이 301동 상가 E동 107호,커피전문점,0,N,N,
푸른농장(성신여대1호점),서울특별시 성북구 보문로 181 (삼선동4가) 1층,"소고기구이, 돼지고기구이",0,N,N,
유정한우소곱창,서울특별시 노원구 노해로85길 10-2 (상계동) 백영빌딩,소곱창,0,N,N,
언덕집,서울특별시 마포구 양화로10길 20 (서교동) 1층 101호,한식주점,0,N,N,
쭌곱창,서울특별시 마포구 와우산로29마길 6 (서교동),돼지곱창,0,N,N,
봉림대패,서울특별시 마포구 양화로18안길 22 (동교동),삼겹살,0,N,N,
와글와글족발,서울특별시 종로구 창신길 18 (창신동),족발,0,N,N,
창신동매운족발,서울특별시 종로구 종로51길 23 (창신동),족발,0,N,N,
춘천집,"서울특별시 강북구 도봉로87길 28 (수유동) 1, 2층",닭갈비,0,N,N,
박할매쭈꾸미,서울특별시 강북구 도봉로10나길 5 (미아동),주꾸미,0,N,N,
육두막,서울특별시 강북구 노해로 38 (수유동),돼지고기구이,0,N,N,
태명정육점식당,서울특별시 중랑구 공릉로12가길 20 (묵동) 1층,"소고기구이, 육사시미",0,N,N,
가보자회수산,서울특별시 중랑구 망우로 316 (상봉동) 이지팰리스 117,생선회,0,N,N,
동현생고기,서울특별시 은평구 응암로9길 10-1 (응암동),"소고기구이, 돼지고기구이",0,N,N,
육림촌연탄구이,서울특별시 마포구 백범로20길 12 (대흥동),돼지고기구이,0,N,N,
산정,서울특별시 중구 동호로 288 (장충동2가) 상지빌딩,돼지고기구이,0,N,N,
그리디힙히크,서울특별시 성동구 아차산로1길 9 (성수동1가) 1층,케이크,0,N,N,
뮌헨호프,서울특별시 중구 을지로14길 30 (초동) 신원빌딩,호프,0,N,N,
오는정,서울특별시 중구 을지로3길 29 (다동),돼지등갈비,0,N,N,
한맥호프,서울특별시 중구 충무로2길 6 (충무로3가),호프,0,N,N,
신촌간이횟집,서울특별시 서대문구 연세로5다길 22 (창천동),생선회,0,N,N,
술찌(신촌점),서울특별시 서대문구 연세로7길 25 (창천동),한식주점,0,N,N,
산적,서울특별시 성북구 고려대로26길 49 (안암동5가),"소고기구이, 돼지고기구이",0,N,N,
우림닭한마리,서울특별시 중랑구 용마산로115길 26 (망우동) SM빌딩,닭한마리,0,N,N,
영달이네뒷고기,서울특별시 성북구 보문로40길 34 (동소문동5가),돼지고기구이,0,N,N,
카페우디,서울특별시 용산구 이촌로22길 12 (이촌동),베이커리,0,N,N,
최신족발,서울특별시 광진구 아차산로29길 63 (화양동),족발,0,N,N,
브라운팟,서울특별시 성동구 무학봉28길 16 (행당동),"카페, 베이커리",0,N,N,
온정,서울특별시 마포구 동교로 262-10 (연남동) 반지층 좌측 온정,일식덮밥,0,N,N,
바우,서울특별시 강북구 도봉로10나길 19-8 (미아동) B01호,다이닝바,0,N,N,
야키토리마나츠,서울특별시 성북구 동소문로22길 25-7 (동선동1가) 1층 야키토리 마나츠,야키토리,0,N,N,
바다약방(연남본점),"서울특별시 마포구 동교로 266-11 (연남동) 1층 102호, 바다약방","생선회, 한식주점",0,N,N,
오뷔르베이커리,"서울특별시 중구 마른내로2길 17 (초동) 성신빌딩 1, 2층",카페,0,N,N,
홍대카레츠,서울특별시 마포구 월드컵로10길 15 (서교동),"오므라이스, 일식돈가스",0,N,N,
이흥부오향족발(뚝섬점),서울특별시 성동구 상원길 54 (성수동1가) 1층,족발,0,N,N,
마다밀,서울특별시 용산구 한강대로7길 30-10 (한강로3가) 1층,브런치카페,0,N,N,
고기굽는마을,서울특별시 성북구 삼선교로11길 10 (삼선동2가) 1층,소고기구이,0,N,N,
성일정육식당,서울특별시 성동구 아차산로3길 9 (성수동1가),소고기구이,0,N,N,
이자카야콤마,서울특별시 성북구 한천로78길 61 (석관동) 2층,이자카야,0,N,N,
당인리극장,서울특별시 마포구 양화로6길 21 (서교동) 2층,한식주점,0,N,N,
아저씨네낙지찜,서울특별시 서대문구 연세로5다길 39 (창천동),낙지,0,N,N,
백제정육점,서울특별시 종로구 종로35길 34 (효제동),소고기구이,0,N,N,
골수,"서울특별시 중구 을지로14길 19-3 (을지로3가) 1, 2층","뼈구이, 감자탕",0,N,N,
교토우마이,서울특별시 서대문구 연세로5가길 19 (창천동) 2층,이자카야,0,N,N,
화기애애,서울특별시 광진구 아차산로31길 16 (화양동),"돼지고기구이, 소고기구이",0,N,N,
설레임삼겹살,서울특별시 광진구 아차산로31길 30 (화양동),"삼겹살, 돼지고기구이",0,N,N,
믿소사,서울특별시 광진구 아차산로31길 54 (화양동),뼈구이,0,N,N,
명봉양꼬치,서울특별시 광진구 뚝섬로31길 59 (자양동),양꼬치,0,N,N,
예성닭도리탕,서울특별시 강북구 한천로139길 35 (수유동) 1층,닭볶음탕,0,N,N,
혜원소곱창,서울특별시 성동구 마조로7길 15 (행당동) 1층,소곱창,0,N,N,
삼해집(종로점),서울특별시 종로구 수표로20길 16-15 (관수동),"보쌈, 족발",0,N,N,
갯마을횟집,"서울특별시 종로구 종로16길 32-4 (관철동) 동산빌딩 1, 2층",생선회,0,N,N,
충무오뎅,서울특별시 중구 충무로 27 (초동),어묵,0,N,N,
더씨,서울특별시 마포구 독막로3길 26 (서교동),생선회,0,N,N,
풍어,서울특별시 마포구 월드컵북로42나길 24 (상암동),생선회,0,N,N,
김미정남원추어탕삼계탕,서울특별시 마포구 독막로 288 (대흥동) 대흥동세양아파트 상가 1층,"추어탕, 닭백숙, 삼계탕",0,N,N,
온기,서울특별시 성북구 보문로34가길 3 (동선동3가),구움과자,0,N,N,
황제꼼장어,서울특별시 강북구 노해로 42 (수유동),곰장어,0,N,N,
대광어회집,서울특별시 강북구 노해로 31 (수유동) 삼오빌딩,생선회,0,N,N,
원조할매곱창,서울특별시 강북구 월계로3길 68 (미아동),곱창전골,0,N,N,
타입커피,서울특별시 성북구 화랑로32길 38 (석관동) 1층,커피전문점,0,N,N,
명동교자,서울특별시 중구 명동10길 29 (명동2가),칼국수,0,N,N,
남산골산채집,서울특별시 중구 소파로 95 (예장동) 1층,"돈가스, 산채비빔밥",0,N,N,
저스트로,서울특별시 마포구 마포대로11길 7-12 (공덕동) 2층,파스타,0,N,N,
힘냉면록,서울특별시 성동구 상원1길 41 (성수동1가) 1층 힘냉면록,함흥냉면,0,N,N,
포언,서울특별시 중구 수표로 20 (충무로3가) 포언,베트남식,0,N,N,
제주면장,서울특별시 종로구 평창문화로 72-10 (평창동),고기국수,0,N,N,
보울박스(한남본점),서울특별시 용산구 독서당로 67 (한남동) 보울박스,포케,0,N,N,
로우로우버거샵,"서울특별시 용산구 신흥로 41-1 (용산동2가) 102호, RAWRAW BURGERSHOP",햄버거,0,N,N,
일품대가삼계탕,서울특별시 광진구 아차산로 358 (자양동) 영주빌딩,삼계탕,0,N,N,
곳(노원본점),서울특별시 노원구 노해로85길 10-55 (상계동) 1층 105호 106호,한식주점,0,N,N,
백송춘천닭갈비,서울특별시 노원구 동일로242길 39 (상계동) 2층,닭갈비,0,N,N,
폽타이,서울특별시 광진구 자양번영로6길 60 (자양동),태국식,0,N,N,
태하,서울특별시 광진구 능동로 345 (중곡동) 제일빌딩,이자카야,0,N,N,
사워도우랩,서울특별시 서대문구 신촌로 39 (창천동) 1층,베이커리,0,N,N,
종로진낙지(본점),"서울특별시 종로구 수표로 122 (낙원동) 1, 2층",낙지,0,N,N,
수상한막창,서울특별시 성동구 무학봉28길 20 (행당동) 1층,돼지막창,0,N,N,
신천지조개구이,서울특별시 강북구 도봉로87길 22 (수유동),조개구이,0,N,N,
수유부추곱창(수유역점),서울특별시 강북구 도봉로87길 26-21 (수유동) 1층,소곱창,0,N,N,
이항아삼겹살,서울특별시 광진구 군자로 50 (화양동) 1층,"삼겹살, 돼지고기구이",0,N,N,
원두막솥뚜껑삼겹살,서울특별시 강북구 도봉로87길 24 (수유동) 1층,삼겹살,0,N,N,
춘천명가숯불닭갈비,"서울특별시 도봉구 도봉산4길 16 (도봉동) 1, 2층",닭갈비,0,N,N,
삼오집,서울특별시 도봉구 도봉로165길 4 (도봉동),돼지고기구이,0,N,N,
신당육,서울특별시 중구 다산로46길 36 (황학동),돼지고기구이,0,N,N,
풍천장어,서울특별시 마포구 동교로27길 39 (연남동),장어,0,N,N,
이포어묵,서울특별시 중구 퇴계로85길 25 (황학동),어묵,0,N,N,
행복전집(북창점),서울특별시 중구 남대문로1길 46 (북창동),"전, 일반한식",0,N,N,
신촌관,서울특별시 서대문구 연세로7안길 10-4 (창천동),한식주점,0,N,N,
붉은낙타,서울특별시 마포구 잔다리로 20-11 (서교동),한식주점,0,N,N,
추자로557,서울특별시 마포구 양화로8길 14 (서교동),생선회,0,N,N,
홍일품,서울특별시 마포구 독막로 47-1 (합정동),게장,0,N,N,
꽃피는고기,서울특별시 마포구 와우산로13길 49-3 (상수동),"돼지고기구이, 소고기구이",0,N,N,
도봉산양고기,서울특별시 도봉구 도봉로191길 99-6 (도봉동),양고기,0,N,N,
겹(수유본점),서울특별시 강북구 노해로8가길 33 (수유동) 보경빌딩,삼겹살,0,N,N,
운천막창구이,서울특별시 노원구 상계로3길 38-4 (상계동),돼지고기구이,0,N,N,
반백수,서울특별시 성동구 독서당로40길 11 (옥수동) 경창기업,와인바,0,N,N,
하누소(인사점),서울특별시 종로구 인사동4길 18 (낙원동) 프레이저스위츠호텔 1층,"육사시미, 소고기구이, 소갈비",0,N,N,
프에프에,서울특별시 서대문구 증가로10길 6 (남가좌동) 1층,케이크,0,N,N,
성수호미담,서울특별시 성동구 상원2길 3 (성수동1가) 지하 1층,한식주점,0,N,N,
쭈악쭈악,서울특별시 종로구 율곡로10길 77 (권농동) 1층,한식디저트,0,N,N,
오커쇼어,서울특별시 종로구 사직로 130 (적선동) 적선현대빌딩 1층 2호,"카페, 베이커리",0,N,N,
정동1946(시청점),서울특별시 중구 서소문로11길 19 (정동) 배재정동빌딩 LL층,소고기구이,0,N,N,
브라운에비뉴,서울특별시 종로구 혜화로3길 5 (명륜2가) 명륜동주상복합아남아파트 301동 112호,브런치카페,0,N,N,
우나용산,서울특별시 용산구 한강대로 37 (한강로3가) 에피소드용산 2층,일식장어,0,N,N,
고석환손만두전골,서울특별시 성북구 성북로2길 55 (동소문동1가) 우리빌딩,"만두, 만두전골",0,N,N,
우직,서울특별시 종로구 자하문로1길 49-4 (필운동) 1층,한우오마카세,0,N,N,
독주,서울특별시 중구 퇴계로87길 23-16 (황학동),LP바,0,N,N,
대학로아리랑,서울특별시 종로구 대학로 60 (연건동) 동마루빌딩 지하,소불고기,0,N,N,
한양옥(서울시청본점),"서울특별시 중구 세종대로14길 17 (북창동) 1, 2층",설렁탕,0,N,N,
훈춘양꼬치,서울특별시 광진구 아차산로34길 38 (자양동),양꼬치,0,N,N,
즐거운술상,서울특별시 도봉구 노해로 341 (창동) 신원리베르텔 117호,한식주점,0,N,N,
신라삼계탕,서울특별시 도봉구 도봉산4가길 13-5 (도봉동) 1층,삼계탕,0,N,N,
박가뼈다귀감자탕(본점),서울특별시 중랑구 망우로 193 (중화동),감자탕,0,N,N,
브레들리베이커리(마포점),서울특별시 마포구 마포대로 195 (아현동) 마포래미안푸르지오 상가 4동 126호,베이커리,0,N,N,
사색연희,서울특별시 서대문구 연희로11길 42 (연희동),카페,0,N,N,
예셰숄,서울특별시 성동구 성수일로12길 18-1 (성수동2가),커피전문점,0,N,N,
친친악어,서울특별시 은평구 갈현로 7 (신사동) 2층,"와인바, 퓨전",0,N,N,
싱싱연신내횟집,서울특별시 은평구 연서로27길 17-1 (갈현동),생선회,0,N,N,
오브,서울특별시 중구 퇴계로49길 6 (충무로5가) 8층,커피전문점,0,N,N,
공간양,서울특별시 용산구 대사관로31길 7-2 (한남동) k2한남 2층,양고기,0,N,N,
신성식당,서울특별시 중구 세종대로14길 22-3 (북창동),"보쌈, 일반한식",0,N,N,
최부자보쌈,서울특별시 종로구 수표로20길 22 (관수동),"보쌈, 족발",0,N,N,
삼각지실비집,서울특별시 용산구 한강대로 165 (한강로1가),한식주점,0,N,N,
